site_id,site_name,site_type,easting,northing,iz_code,iz_easting,iz_northing,suitability,coord_source,PracticeCode,GPPracticeName,PracticeListSize,AddressLine1,AddressLine2,AddressLine3,AddressLine4,Postcode,TelephoneNumber,PracticeType,Dispensing,HB,HSCP,DataZone_x,GPCluster,DataZone_y,IntZone,pc_easting,pc_northing,DispCode,DispLocationName,DispLocationAddress1,DispLocationAddress2,DispLocationAddress3,DispLocationAddress4,DispLocationPostcode,DispLocationTelNo,hb2019,hscp2019,datazone2011,datazone2001,DataZone,capacity,parking,fee,access,operator,surface,park_and_ride
GP_46112,Drs Wilson & Boyd,gp,264823.0,666811.0,S02001915,265183.0,666470.0,confirmed,Postcode_centroid,46112.0,Drs Wilson & Boyd,5294.0,Drs Wilson & Boyd,Gilbertfield Medical Centre,67 Gilbertfield Street,Glasgow,G33 3TU,0141 774  5987,17J,N,S08000031,S37000034,S01010168,NE - Easterhouse/Ruchazie,S01010168,S02001915,264823.0,666811.0,,,,,,,,,,,,,,,,,,,,
GP_46127,Annfield Medical Centre,gp,261068.69,665061.83,S02001930,261296.0,665131.0,confirmed,OSM_exact_building,46127.0,Annfield Medical Centre,2024.0,Annfield Medical Centre,16 Annfield Place,Glasgow,,G31 2XE,0141 554  2989,17J,N,S08000031,S37000034,S01010252,NE - Dennistoun,S01010252,S02001930,261061.0,665066.0,,,,,,,,,,,,,,,,,,,,
GP_46131,Crail Medical Practice,gp,262939.11,663944.21,S02001895,263065.0,663873.0,confirmed,OSM_exact_building,46131.0,Crail Medical Practice,4250.0,Crail Medical Practice,245 Tollcross Road,Glasgow,,G31 4UW,0141 554  3199,17J,N,S08000031,S37000034,S01010060,NE - Parkhead/Cranhill,S01010060,S02001895,262967.0,663931.0,,,,,,,,,,,,,,,,,,,,
GP_46146,Carntyne Medical Centre,gp,262697.36,665073.45,S02001929,262140.0,665353.0,confirmed,OSM_exact_building,46146.0,Carntyne Medical Centre,4409.0,Carntyne Medical Centre,275 Carntyne Road,Glasgow,,G32 6JP,0141 550  7970,17J,N,S08000031,S37000034,S01010247,NE - Parkhead/Cranhill,S01010247,S02001929,262748.0,665074.0,,,,,,,,,,,,,,,,,,,,
GP_46151,Dr M Khan,gp,262011.0,663639.0,S02001894,262364.0,663850.0,confirmed,Postcode_centroid,46151.0,Dr M Khan,2482.0,Dr M Khan,Commonwealth Village Medical Practice,305 Springfield Road,Glasgow,G40 3LJ,0141 531  1000,17J,N,S08000031,S37000034,S01010050,NE - Bridgeton,S01010050,S02001894,262011.0,663639.0,,,,,,,,,,,,,,,,,,,,
GP_46165,Dr S Ross,gp,264258.0,664251.0,S02001912,263463.0,665057.0,confirmed,Postcode_centroid,46165.0,Dr S Ross,3799.0,Dr S Ross,Shettleston Health Centre,420 Old Shettleston Road,Glasgow,G32 7JZ,0141 531  6250,17J,N,S08000031,S37000034,S01010147,NE - Baillieston/Shettleston,S01010147,S02001912,264258.0,664251.0,,,,,,,,,,,,,,,,,,,,
GP_46184,Main Street Medical Centre,gp,260676.08,663869.32,S02001892,260657.0,663965.0,confirmed,OSM_exact_building,46184.0,Main Street Medical Centre,7976.0,Main Street Medical Centre,40 Main Street,Glasgow,,G40 1HA,0141 739  6666,17J,N,S08000031,S37000034,S01010043,NE - Dennistoun,S01010043,S02001892,260652.0,663900.0,,,,,,,,,,,,,,,,,,,,
GP_46201,Dr K Miller & Partners,gp,264489.0,665284.0,S02001914,264269.0,665508.0,confirmed,Postcode_centroid,46201.0,Dr K Miller & Partners,3264.0,Dr K Miller & Partners,Lightburn Medical Centre,930 Carntyne Road,Glasgow,G32 6NB,0141 778  0440,17J,N,S08000031,S37000034,S01010159,NE - Parkhead/Cranhill,S01010159,S02001914,264489.0,665284.0,,,,,,,,,,,,,,,,,,,,
GP_46216,McGlone Practice,gp,267587.0,663762.0,S02001900,267190.0,663419.0,confirmed,Postcode_centroid,46216.0,McGlone Practice,13318.0,McGlone Practice,Baillieston Health Centre,"20 Muirside Road, Baillieston",Glasgow,G69 7AD,0141 471  7418,17J,N,S08000031,S37000034,S01010086,NE - Baillieston/Shettleston,S01010086,S02001900,267587.0,663762.0,,,,,,,,,,,,,,,,,,,,
GP_46292,"Drs Mccallum, Gardiner & Makun",gp,264489.0,665284.0,S02001914,264269.0,665508.0,confirmed,Postcode_centroid,46292.0,"Drs Mccallum, Gardiner & Makun",3462.0,"Drs Mccallum, Gardiner & Makun",Lightburn Medical Centre,930 Carntyne Road,Glasgow,G32 6NB,0141 764  1666,17J,N,S08000031,S37000034,S01010159,NE - Parkhead/Cranhill,S01010159,S02001914,264489.0,665284.0,,,,,,,,,,,,,,,,,,,,
GP_46305,The Muirside Medical Practice,gp,267587.0,663762.0,S02001900,267190.0,663419.0,confirmed,Postcode_centroid,46305.0,The Muirside Medical Practice,8025.0,The Muirside Medical Practice,Baillieston Health Centre,"20 Muirside Road, Baillieston",Glasgow,G69 7AD,0141 465  4343,17J,N,S08000031,S37000034,S01010086,NE - Baillieston/Shettleston,S01010086,S02001900,267587.0,663762.0,,,,,,,,,,,,,,,,,,,,
GP_46339,Westmuir Medical Centre,gp,262954.22,664069.64,S02001894,262364.0,663850.0,confirmed,OSM_exact_building,46339.0,Westmuir Medical Centre,3810.0,Westmuir Medical Centre,The Westmuir Medical Practice,109 Crail Street,Glasgow,G31 5RA,0141 554  4253,17C,N,S08000031,S37000034,S01010049,NE - Parkhead/Cranhill,S01010049,S02001894,262918.0,664015.0,,,,,,,,,,,,,,,,,,,,
GP_46343,Tollcross Medical Centre,gp,264140.89,663271.74,S02001896,263753.0,663145.0,confirmed,OSM_exact_building,46343.0,Tollcross Medical Centre,8207.0,Tollcross Medical Centre,1101-1105 Tollcross Road,Glasgow,,G32 8UH,0141 778  2717,17J,N,S08000031,S37000034,S01010063,NE - Baillieston/Shettleston,S01010063,S02001896,264121.0,663283.0,,,,,,,,,,,,,,,,,,,,
GP_46381,Drs Day & Raja,gp,260630.0,664386.0,S02001894,262364.0,663850.0,confirmed,Postcode_centroid,46381.0,Drs Day & Raja,2363.0,Drs Day & Raja,Bridgeton Health Centre,201 Abercromby Street,Glasgow,G40 2DA,0141 531  6610,17J,N,S08000031,S37000034,S01010055,NE - Bridgeton,S01010055,S02001894,260630.0,664386.0,,,,,,,,,,,,,,,,,,,,
GP_46396,Dr M P Hamayun & Dr M R Masood,gp,260630.0,664386.0,S02001894,262364.0,663850.0,confirmed,Postcode_centroid,46396.0,Dr M P Hamayun & Dr M R Masood,1464.0,Dr M P Hamayun & Dr M R Masood,Bridgeton Health Centre,201 Abercromby Street,Glasgow,G40 2DA,0141 531  6666,17J,N,S08000031,S37000034,S01010055,NE - Bridgeton,S01010055,S02001894,260630.0,664386.0,,,,,,,,,,,,,,,,,,,,
GP_46428,Dr Connaughton,gp,260630.0,664386.0,S02001894,262364.0,663850.0,confirmed,Postcode_centroid,46428.0,Dr Connaughton,4582.0,Dr Connaughton,Bridgeton Health Centre,201 Abercromby Street,Glasgow,G40 2DA,0141 550  3822,17J,N,S08000031,S37000034,S01010055,NE - Bridgeton,S01010055,S02001894,260630.0,664386.0,,,,,,,,,,,,,,,,,,,,
GP_46447,Dr M Saleem,gp,260630.0,664386.0,S02001894,262364.0,663850.0,confirmed,Postcode_centroid,46447.0,Dr M Saleem,1564.0,Dr M Saleem,Bridgeton Health Centre,201 Abercromby Street,Glasgow,G40 2DA,0141 531  6670,17J,N,S08000031,S37000034,S01010055,NE - Bridgeton,S01010055,S02001894,260630.0,664386.0,,,,,,,,,,,,,,,,,,,,
GP_46451,Newhills Medical Practice,gp,267065.0,666016.0,S02001906,267111.0,666538.0,confirmed,Postcode_centroid,46451.0,Newhills Medical Practice,9836.0,Newhills Medical Practice,Easterhouse Health Centre,9 Auchinlea Road,Glasgow,G34 9HQ,0141 531  8170,17J,N,S08000031,S37000034,S01010114,NE - Easterhouse/Ruchazie,S01010114,S02001906,267065.0,666016.0,,,,,,,,,,,,,,,,,,,,
GP_46471,Lochend Surgery,gp,267065.0,666016.0,S02001906,267111.0,666538.0,confirmed,Postcode_centroid,46471.0,Lochend Surgery,2691.0,Lochend Surgery,Easterhouse Health Centre,9 Auchinlea Road,Glasgow,G34 9HQ,0141 531  8150,17J,N,S08000031,S37000034,S01010114,NE - Easterhouse/Ruchazie,S01010114,S02001906,267065.0,666016.0,,,,,,,,,,,,,,,,,,,,
GP_46521,Drs Al-Agilly & Morgan,gp,263615.0,665493.0,S02001913,263316.0,665776.0,confirmed,Postcode_centroid,46521.0,Drs Al-Agilly & Morgan,6068.0,Drs Al-Agilly & Morgan,463 Edinburgh Road,Glasgow,,G33 3AL,0141 770  4044,17J,N,S08000031,S37000034,S01010155,NE - Parkhead/Cranhill,S01010155,S02001913,263615.0,665493.0,,,,,,,,,,,,,,,,,,,,
GP_46555,Abercromby Practice,gp,260630.0,664386.0,S02001894,262364.0,663850.0,confirmed,Postcode_centroid,46555.0,Abercromby Practice,3226.0,Abercromby Practice,Bridgeton Health Centre,201 Abercromby Street,Glasgow,G40 2DA,0141 531 6630,17J,N,S08000031,S37000034,S01010055,NE - Bridgeton,S01010055,S02001894,260630.0,664386.0,,,,,,,,,,,,,,,,,,,,
GP_46560,The Whitevale Medical Group,gp,261339.2,664879.84,S02001929,262140.0,665353.0,confirmed,OSM_exact_building,46560.0,The Whitevale Medical Group,4726.0,The Whitevale Medical Group,30 Whitevale Street,Glasgow,,G31 1QS,0141 554  4536,17C,N,S08000031,S37000034,S01010244,NE - Dennistoun,S01010244,S02001929,261337.0,664879.0,,,,,,,,,,,,,,,,,,,,
GP_46574,Dalmarnock Family M P,gp,260630.0,664386.0,S02001894,262364.0,663850.0,confirmed,Postcode_centroid,46574.0,Dalmarnock Family M P,1163.0,Dalmarnock Family Medical Practice,Bridgeton Health Centre,201 Abercromby Street,Glasgow,G40 2DA,0141 531  6600,17J,N,S08000031,S37000034,S01010055,NE - Bridgeton,S01010055,S02001894,260630.0,664386.0,,,,,,,,,,,,,,,,,,,,
GP_46589,Homeless Health & Resource,gp,260375.0,665125.0,S02001931,260882.0,664926.0,confirmed,Postcode_centroid,46589.0,Homeless Health & Resource,152.0,Homeless Health & Resource Services,55 Hunter Street,Glasgow,,G4 0UP,0141 553  2801,2C,N,S08000031,S37000034,S01010257,Greater Glasgow & Clyde Undefined,S01010257,S02001931,260375.0,665125.0,,,,,,,,,,,,,,,,,,,,
GP_46606,Drs Lynas & Rodgers,gp,260630.0,664386.0,S02001894,262364.0,663850.0,confirmed,Postcode_centroid,46606.0,Drs Lynas & Rodgers,3226.0,Drs Lynas & Rodgers,Bridgeton Health Centre,201 Abercrombie Street,Glasgow,G40 2DA,0141 531  6640,17J,N,S08000031,S37000034,S01010055,NE - Bridgeton,S01010055,S02001894,260630.0,664386.0,,,,,,,,,,,,,,,,,,,,
GP_46611,Calton Medical Practice,gp,260630.0,664386.0,S02001894,262364.0,663850.0,confirmed,Postcode_centroid,46611.0,Calton Medical Practice,2006.0,Calton Medical Practice,Bridgeton Health Centre,201 Abercromby Street,Glasgow,G40 2DA,0141 531 -6650,17J,N,S08000031,S37000034,S01010055,NE - Bridgeton,S01010055,S02001894,260630.0,664386.0,,,,,,,,,,,,,,,,,,,,
GP_46625,Meadowpark Surgery,gp,261495.0,665553.0,S02001927,261285.0,665645.0,confirmed,Postcode_centroid,46625.0,Meadowpark Surgery,8432.0,Meadowpark Surgery,568 Alexandra Parade,Glasgow,,G31 3BP,0141 554  0464,17J,N,S08000031,S37000034,S01010238,NE - Dennistoun,S01010238,S02001927,261495.0,665553.0,,,,,,,,,,,,,,,,,,,,
GP_46630,Oakwood Medical Practice,gp,267065.0,666016.0,S02001906,267111.0,666538.0,confirmed,Postcode_centroid,46630.0,Oakwood Medical Practice,7269.0,Oakwood Medical Practice,Easterhouse Health Centre,9 Auchinlea Road,Glasgow,G34 9HQ,0141 531 8180,17J,N,S08000031,S37000034,S01010114,NE - Easterhouse/Ruchazie,S01010114,S02001906,267065.0,666016.0,,,,,,,,,,,,,,,,,,,,
GP_49041,Practice B,gp,258676.0,662755.0,S02001865,258583.0,662726.0,confirmed,Postcode_centroid,49041.0,Practice B,12153.0,Practice B,Govanhill Health Centre,233 Calder Street,Glasgow,G42 7DR,0141 531  8365,17J,N,S08000031,S37000034,S01009890,S - Lilac,S01009890,S02001865,258676.0,662755.0,,,,,,,,,,,,,,,,,,,,
GP_49074,Dr C Mills & Partners,gp,259057.0,663973.0,S02001890,258527.0,664341.0,confirmed,Postcode_centroid,49074.0,Dr C Mills & Partners,3737.0,Dr C Mills & Partners,New Gorbals Health & Care Centre,2 Sandiefield Road,Glasgow,G5 9AB,0141 201  5111,17J,N,S08000031,S37000034,S01010034,S - Green,S01010034,S02001890,259057.0,663973.0,,,,,,,,,,,,,,,,,,,,
GP_49093,Eglinton Medical Centre,gp,258425.0,663448.0,S02001890,258527.0,664341.0,confirmed,Postcode_centroid,49093.0,Eglinton Medical Centre,2400.0,Eglinton Medical Centre,660 Eglinton Street,Glasgow,,G5 9RP,0141 429  1421,17J,N,S08000031,S37000034,S01010033,S - Lilac,S01010033,S02001890,258425.0,663448.0,,,,,,,,,,,,,,,,,,,,
GP_49411,The Khan Medical Surgery,gp,259964.0,660693.0,S02001885,259562.0,661140.0,confirmed,Postcode_centroid,49411.0,The Khan Medical Surgery,1657.0,The Khan Medical Surgery,274 Kings Park Avenue,,Glasgow,G44 4JE,0141 414  6900,17J,N,S08000031,S37000034,S01010001,S - Blue,S01010001,S02001885,259964.0,660693.0,,,,,,,,,,,,,,,,,,,,
GP_49106,Croftfoot Surgery,gp,259589.0,659666.0,S02001883,259984.0,659732.0,confirmed,Postcode_centroid,49106.0,Croftfoot Surgery,7212.0,"Drs McEvinney, McLaughlin, Levine & Doyle",44 Croftfoot Road,Glasgow,,G44 5JT,0141 201  5130,17J,N,S08000031,S37000034,S01009989,S - Green,S01009989,S02001883,259589.0,659666.0,,,,,,,,,,,,,,,,,,,,
GP_49130,"Drs McGivern, Murthy & Sinha",gp,258202.0,661536.0,S02001867,258120.0,661477.0,confirmed,Postcode_centroid,49130.0,"Drs McGivern, Murthy & Sinha",4129.0,"Drs McGivern, Murthy & Sinha",148 Battlefield Road,Glasgow,,G42 9JT,0141 632  6310,17J,N,S08000031,S37000034,S01009901,S - Blue,S01009901,S02001867,258202.0,661536.0,,,,,,,,,,,,,,,,,,,,
GP_49144,Nithsdale Merryvale Group Practice,gp,257600.39,663011.4,S02001864,257880.0,663229.0,confirmed,OSM_exact_building,49144.0,Nithsdale Merryvale Group Practice,9621.0,Nithsdale Merryvale Group Practice,162 Nithsdale Road,Glasgow,,G41 5RU,0141 424  1831,17J,N,S08000031,S37000034,S01009885,S - Grey,S01009885,S02001864,257586.0,663031.0,,,,,,,,,,,,,,,,,,,,
GP_49178,The Victoria Practice,gp,258676.0,662755.0,S02001865,258583.0,662726.0,confirmed,Postcode_centroid,49178.0,The Victoria Practice,5653.0,The Victoria Practice,Govanhill Health Centre,233 Calder Street,Glasgow,G42 7DR,0141 531  8385,17J,N,S08000031,S37000034,S01009890,S - Lilac,S01009890,S02001865,258676.0,662755.0,,,,,,,,,,,,,,,,,,,,
GP_49200,Drs Geddes & Partners,gp,257035.0,661747.0,S02001871,257327.0,661935.0,confirmed,Postcode_centroid,49200.0,Drs Geddes & Partners,4979.0,Drs Geddes & Partners,119-123 Kilmarnock Road,Glasgow,,G41 3YT,0141 649  6231,17J,N,S08000031,S37000034,S01009926,S - Grey,S01009926,S02001871,257035.0,661747.0,,,,,,,,,,,,,,,,,,,,
GP_49248,Merrylee Medical Centre,gp,258077.0,660253.0,S02001877,257651.0,660524.0,confirmed,Postcode_centroid,49248.0,Merrylee Medical Centre,5756.0,Merrylee Medical Centre,142 Clarkston Road,Glasgow,,G44 3DH,0141 633  2345,17J,N,S08000031,S37000034,S01009955,S - Blue,S01009955,S02001877,258077.0,660253.0,,,,,,,,,,,,,,,,,,,,
GP_49267,Butterbiggins Medical Centre,gp,258516.97,663131.78,S02001890,258527.0,664341.0,confirmed,OSM_exact_building,49267.0,Butterbiggins Medical Centre,5080.0,Butterbiggins Medical Centre,134 Butterbiggins Road,Glasgow,,G42 7AF,0141 423  1398,17C,N,S08000031,S37000034,S01010033,S - Lilac,S01010033,S02001890,258598.0,663107.0,,,,,,,,,,,,,,,,,,,,
GP_49271,Shawlands Surgery,gp,256726.0,661829.0,S02001869,256558.0,662481.0,confirmed,Postcode_centroid,49271.0,Shawlands Surgery,5938.0,"Drs Leslie, McNicol, Boyd & Stevenson",Shawlands Surgery,1413 Pollokshaws Road,Glasgow,G41 3RG,0141 632  9141,17C,N,S08000031,S37000034,S01009918,S - Grey,S01009918,S02001869,256726.0,661829.0,,,,,,,,,,,,,,,,,,,,
GP_49286,Queens Park Medical Practice,gp,257858.0,662604.0,S02001868,257906.0,662506.0,confirmed,Postcode_centroid,49286.0,Queens Park Medical Practice,3041.0,Queens Park Medical Practice,181 Queen's Drive,Glasgow,,G42 8QD,0141 423  3474,17J,N,S08000031,S37000034,S01009909,S - Lilac,S01009909,S02001868,257858.0,662604.0,,,,,,,,,,,,,,,,,,,,
GP_49318,Baker Street Surgery,gp,257356.6,662064.51,S02001871,257327.0,661935.0,confirmed,OSM_exact_building,49318.0,Baker Street Surgery,2312.0,Baker Street Surgery,9 Baker Street,Glasgow,,G41 3YA,0141 632  4962,17J,N,S08000031,S37000034,S01009924,S - Grey,S01009924,S02001871,257302.0,662014.0,,,,,,,,,,,,,,,,,,,,
GP_49375,Dr Linda J Wright,gp,260145.0,661704.0,S02001888,260106.0,661702.0,confirmed,Postcode_centroid,49375.0,Dr Linda J Wright,2102.0,Dr Linda J Wright,Toryglen Medical Centre,20 Glenmore Avenue,Glasgow,G42 0EH,0141 647  3020,17J,N,S08000031,S37000034,S01010018,S - Blue,S01010018,S02001888,260145.0,661704.0,,,,,,,,,,,,,,,,,,,,
GP_49553,"Drs Rennie, Gallacher, Steel & Lange",gp,256826.0,661565.0,S02001870,257163.0,662184.0,confirmed,Postcode_centroid,49553.0,"Drs Rennie, Gallacher, Steel & Lange",5763.0,"Drs Rennie, Gallacher, Steel & Lange",Grantley Medical Practice,1 Grantley Street,Glasgow,G41 3PT,0141 632  4698,17J,N,S08000031,S37000034,S01009922,S - Grey,S01009922,S02001870,256826.0,661565.0,,,,,,,,,,,,,,,,,,,,
GP_49604,The Gordon Practice,gp,259057.0,663973.0,S02001890,258527.0,664341.0,confirmed,Postcode_centroid,49604.0,The Gordon Practice,6042.0,The Gordon Practice,New Gorbals Health & Care Centre,2 Sandiefield Road,Glasgow,G5 9AB,0141 201  5100,17J,N,S08000031,S37000034,S01010034,S - Green,S01010034,S02001890,259057.0,663973.0,,,,,,,,,,,,,,,,,,,,
GP_49676,Regency Medical Practice,gp,257684.0,663682.0,S02001863,257167.0,663480.0,confirmed,Postcode_centroid,49676.0,Regency Medical Practice,3110.0,Regency Medical Practice,80 McCulloch Street,Pollokshields,Glasgow,G41 1NX,0141 800  7310,17J,N,S08000031,S37000034,S01009875,S - Lilac,S01009875,S02001863,257684.0,663682.0,,,,,,,,,,,,,,,,,,,,
GP_49681,Mount Florida Medical Centre,gp,258535.0,661738.0,S02001867,258120.0,661477.0,confirmed,Postcode_centroid,49681.0,Mount Florida Medical Centre,9905.0,Mount Florida Medical Centre,183 Prospecthill Road,,Glasgow,G42 9LQ,0141 632  4004,17J,N,S08000031,S37000034,S01009904,S - Blue,S01009904,S02001867,258535.0,661738.0,,,,,,,,,,,,,,,,,,,,
GP_49712,Dr M. M. Sharif & Dr M. T. Saleem,gp,257302.0,662014.0,S02001871,257327.0,661935.0,confirmed,Postcode_centroid,49712.0,Dr M. M. Sharif & Dr M. T. Saleem,1797.0,Dr M. M. Sharif & Dr M. T. Saleem,The Park Surgery,7 Baker Street,Glasgow,G41 3YA,0141 632  0203,17C,N,S08000031,S37000034,S01009924,S - Grey,S01009924,S02001871,257302.0,662014.0,,,,,,,,,,,,,,,,,,,,
GP_49751,Castlemilk Group Practice,gp,260020.0,659207.0,S02001882,261298.0,659522.0,confirmed,Postcode_centroid,49751.0,Castlemilk Group Practice,10416.0,Castlemilk Group Practice,Castlemilk Health Centre,71 Dougrie Drive,Glasgow,G45 9AW,0141 531  8585,17J,N,S08000031,S37000034,S01009980,S - Green,S01009980,S02001882,260020.0,659207.0,,,,,,,,,,,,,,,,,,,,
GP_49765,The Ker Practice,gp,259589.0,659666.0,S02001883,259984.0,659732.0,confirmed,Postcode_centroid,49765.0,The Ker Practice,10346.0,The Ker Practice,30 Croftfoot Road,Glasgow,,G44 5JT,0141 471  5050,17J,N,S08000031,S37000034,S01009989,S - Green,S01009989,S02001883,259589.0,659666.0,,,,,,,,,,,,,,,,,,,,
GP_49770,Kingspark Surgery,gp,259964.0,660693.0,S02001885,259562.0,661140.0,confirmed,Postcode_centroid,49770.0,Kingspark Surgery,5027.0,Kingspark Surgery,274 Kings Park Avenue,Glasgow,,G44 4JE,0141 632  1824,17J,N,S08000031,S37000034,S01010001,S - Blue,S01010001,S02001885,259964.0,660693.0,,,,,,,,,,,,,,,,,,,,
GP_49801,Shields Medical Practice,gp,257684.0,663682.0,S02001863,257167.0,663480.0,confirmed,Postcode_centroid,49801.0,Shields Medical Practice,4068.0,Shields Medical Practice,80 McCulloch Street,Glasgow,,G41 1NX,0141 800 -7320,17J,N,S08000031,S37000034,S01009875,S - Lilac,S01009875,S02001863,257684.0,663682.0,,,,,,,,,,,,,,,,,,,,
GP_52005,Midlock Medical Centre,gp,256155.0,664481.0,S02001860,256186.0,664538.0,confirmed,Postcode_centroid,52005.0,Midlock Medical Centre,8856.0,Midlock Medical Centre,7 Midlock Street,Glasgow,,G51 1SL,0141 427  4271,17J,N,S08000031,S37000034,S01009863,S - Red,S01009863,S02001860,256155.0,664481.0,,,,,,,,,,,,,,,,,,,,
GP_52010,Dr MacCuish Practice,gp,259295.0,659763.0,S02001879,259136.0,659979.0,confirmed,Postcode_centroid,52010.0,Dr MacCuish Practice,1701.0,Dr MacCuish Practice,59 Farne Drive,Glasgow,,G44 5DQ,0141 637  9828,17J,N,S08000031,S37000034,S01009968,S - Blue,S01009968,S02001879,259295.0,659763.0,,,,,,,,,,,,,,,,,,,,
GP_52024,Thurston Road Medical Practice,gp,252476.78,664472.07,S02001854,252573.0,664439.0,confirmed,OSM_exact_building,52024.0,Thurston Road Medical Practice,4180.0,Thurston Road Medical Practice,140 Thurston Road,Glasgow,,G52 2AZ,0141 883  8838,17J,N,S08000031,S37000034,S01009832,S - Yellow,S01009832,S02001854,252527.0,664465.0,,,,,,,,,,,,,,,,,,,,
GP_52039,Dr C P Fraser & Partners,gp,258676.0,662755.0,S02001865,258583.0,662726.0,confirmed,Postcode_centroid,52039.0,Dr C P Fraser & Partners,5750.0,Dr C P Fraser & Partners,Govanhill Health Centre,233 Calder Street,Glasgow,G42 7DR,0141 531  8350,17C,N,S08000031,S37000034,S01009890,S - Lilac,S01009890,S02001865,258676.0,662755.0,,,,,,,,,,,,,,,,,,,,
GP_52043,Braidcraft Medical Centre,gp,253486.34,662371.18,S02001849,252879.0,662838.0,confirmed,OSM_exact_building,52043.0,Braidcraft Medical Centre,6022.0,Braidcraft Medical Centre,200 Braidcraft Road,Glasgow,,G53 5QD,0141 882  3396,17J,N,S08000031,S37000034,S01009799,S  - Pink,S01009799,S02001849,253481.0,662368.0,,,,,,,,,,,,,,,,,,,,
GP_52058,The Crescent Medical Practice,gp,256404.0,664498.0,S02001861,257070.0,664692.0,confirmed,Postcode_centroid,52058.0,The Crescent Medical Practice,6073.0,The Crescent Medical Practice,12 Walmer Crescent,Glasgow,,G51 1AT,0141 427  0191,17C,N,S08000031,S37000034,S01009870,S - Red,S01009870,S02001861,256404.0,664498.0,,,,,,,,,,,,,,,,,,,,
GP_52062,The David Elder Medical Practice,gp,254488.0,665467.0,S02001855,253938.0,665268.0,confirmed,Postcode_centroid,52062.0,The David Elder Medical Practice,5391.0,The David Elder Medical Practice,Govan Health Centre,5 Drumoyne Road,Glasgow,G51 4BJ,0141 531  8470,17J,N,S08000031,S37000034,S01009840,S - Yellow,S01009840,S02001855,254488.0,665467.0,,,,,,,,,,,,,,,,,,,,
GP_52096,The Green Practice Govan,gp,254488.0,665467.0,S02001855,253938.0,665268.0,confirmed,Postcode_centroid,52096.0,The Green Practice Govan,4918.0,The Green Practice Govan,Govan Health Centre,5 Drumoyne Road,Glasgow,G51 4BJ,0141 531  8460,17J,N,S08000031,S37000034,S01009840,S - Yellow,S01009840,S02001855,254488.0,665467.0,,,,,,,,,,,,,,,,,,,,
GP_52109,Drs Chita & Hayes,gp,255802.0,664352.0,S02001862,255891.0,663976.0,confirmed,Postcode_centroid,52109.0,Drs Chita & Hayes,2821.0,Drs Chita & Hayes,Ibroxholm Medical Centre,532 Paisley Road West,Glasgow,G51 1RN,0141 427  2504,17J,N,S08000031,S37000034,S01009873,S - Red,S01009873,S02001862,255802.0,664352.0,,,,,,,,,,,,,,,,,,,,
GP_52128,Dr Ferguson & Partners,gp,257416.0,664532.0,S02001861,257070.0,664692.0,confirmed,Postcode_centroid,52128.0,Dr Ferguson & Partners,10466.0,Dr Ferguson & Partners,Arran GP Surgery,40 Admiral Street,Glasgow,G41 1HU,0141 429  2626,17J,N,S08000031,S37000034,S01009867,S  - Pink,S01009867,S02001861,257416.0,664532.0,,,,,,,,,,,,,,,,,,,,
GP_52147,Sycamore Medical Practice,gp,252776.0,659451.0,S02001843,253271.0,659676.0,confirmed,Postcode_centroid,52147.0,Sycamore Medical Practice,1480.0,Sycamore Medical Practice,"500 Corselet Road,",,Glasgow,G53 7RN,0141 638  1464,17J,N,S08000031,S37000034,S01009766,S  - Pink,S01009766,S02001843,252776.0,659451.0,,,,,,,,,,,,,,,,,,,,
GP_52151,Waverley Park Medical Practice,gp,257373.87,662079.79,S02001869,256558.0,662481.0,confirmed,OSM_exact_building,52151.0,Waverley Park Medical Practice,4675.0,Waverley Park Medical Practice,19 Dinmont Road,Glasgow,,G41 3UJ,0141 632  8883,17C,N,S08000031,S37000034,S01009917,S - Grey,S01009917,S02001869,256912.0,662199.0,,,,,,,,,,,,,,,,,,,,
GP_52185,Drs Mcnaughtan & O'Neill,gp,253442.0,663841.0,S02001850,253570.0,663542.0,confirmed,Postcode_centroid,52185.0,Drs Mcnaughtan & O'Neill,3616.0,Drs Hilary Mcnaughtan & Patrick J O'Neill,Cardonald Medical Centre,1831 Paisley Road West,Glasgow,G52 3SS,0141 211  6660,17J,N,S08000031,S37000034,S01009806,S - Yellow,S01009806,S02001850,253442.0,663841.0,,,,,,,,,,,,,,,,,,,,
GP_52202,"Drs Dale, Blackwood & Chambers",gp,257406.0,664681.0,S02001861,257070.0,664692.0,confirmed,Postcode_centroid,52202.0,"Drs Dale, Blackwood & Chambers",3859.0,"Drs Dale, Blackwood & Chambers",Rutland Surgery,24 Govan Road,Glasgow,G51 1HS,0141 418  1080,17J,N,S08000031,S37000034,S01009867,S - Red,S01009867,S02001861,257406.0,664681.0,,,,,,,,,,,,,,,,,,,,
GP_52217,Dr Mckeeve,gp,257416.0,664532.0,S02001861,257070.0,664692.0,confirmed,Postcode_centroid,52217.0,Dr Mckeeve,1982.0,Dr Mckeeve,Kinning Park Medical Centre(Ailsa),42 Admiral Street,Glasgow,G41 1HU,0141 429  0913,17J,N,S08000031,S37000034,S01009867,S - Red,S01009867,S02001861,257416.0,664532.0,,,,,,,,,,,,,,,,,,,,
